client_name,rig_name,job_date,job_time,Depth,ROP
SHL,SH2,2/1/2021,6:03:15,5195,695
SHL,SH2,2/1/2021,6:03:16,5196,696
SHL,SH2,2/1/2021,6:03:17,5197,697
SHL,SH2,2/1/2021,6:03:18,5198,698
SHL,SH2,2/1/2021,6:03:19,5199,699
SHL,SH2,2/1/2021,6:03:20,5200,700
SHL,SH2,2/1/2021,6:03:21,5201,701
SHL,SH2,2/1/2021,6:03:22,5202,702
SHL,SH2,2/1/2021,6:03:23,5203,703
SHL,SH2,2/1/2021,6:03:24,5204,704
SHL,SH2,2/1/2021,6:03:25,5205,705
SHL,SH2,2/1/2021,6:03:26,5206,706
SHL,SH2,2/1/2021,6:03:27,5207,707
SHL,SH2,2/1/2021,6:03:28,5208,708
SHL,SH2,2/1/2021,6:03:29,5209,709
SHL,SH2,2/1/2021,6:03:30,5210,710
SHL,SH2,2/1/2021,6:03:31,5211,711
SHL,SH2,2/1/2021,6:03:32,5212,712
SHL,SH2,2/1/2021,6:03:33,5213,713
SHL,SH2,2/1/2021,6:03:34,5214,714
SHL,SH2,2/1/2021,6:03:35,5215,715
SHL,SH2,2/1/2021,6:03:36,5216,716
SHL,SH2,2/1/2021,6:03:37,5217,717
SHL,SH2,2/1/2021,6:03:38,5218,718
SHL,SH2,2/1/2021,6:03:39,5219,719
SHL,SH2,2/1/2021,6:03:40,5220,720
SHL,SH2,2/1/2021,6:03:41,5221,721
SHL,SH2,2/1/2021,6:03:42,5222,722
SHL,SH2,2/1/2021,6:03:43,5223,723
SHL,SH2,2/1/2021,6:03:44,5224,724
SHL,SH2,2/1/2021,6:03:45,5225,725
SHL,SH2,2/1/2021,6:03:46,5226,726
SHL,SH2,2/1/2021,6:03:47,5227,727
SHL,SH2,2/1/2021,6:03:48,5228,728
SHL,SH2,2/1/2021,6:03:49,5229,729
SHL,SH2,2/1/2021,6:03:50,5230,730
SHL,SH2,2/1/2021,6:03:51,5231,731
SHL,SH2,2/1/2021,6:03:52,5232,732
SHL,SH2,2/1/2021,6:03:53,5233,733
SHL,SH2,2/1/2021,6:03:54,5234,734
SHL,SH2,2/1/2021,6:03:55,5235,735
SHL,SH2,2/1/2021,6:03:56,5236,736
SHL,SH2,2/1/2021,6:03:57,5237,737
SHL,SH2,2/1/2021,6:03:58,5238,738
SHL,SH2,2/1/2021,6:03:59,5239,739
SHL,SH2,2/1/2021,6:04:00,5240,740
SHL,SH2,2/1/2021,6:04:01,5241,741
SHL,SH2,2/1/2021,6:04:02,5242,742
SHL,SH2,2/1/2021,6:04:03,5243,743
SHL,SH2,2/1/2021,6:04:04,5244,744
SHL,SH2,2/1/2021,6:04:05,5245,745
SHL,SH2,2/1/2021,6:04:06,5246,746
SHL,SH2,2/1/2021,6:04:07,5247,747
SHL,SH2,2/1/2021,6:04:08,5248,748
SHL,SH2,2/1/2021,6:04:09,5249,749
SHL,SH2,2/1/2021,6:04:10,5250,750
SHL,SH2,2/1/2021,6:04:11,5251,751
SHL,SH2,2/1/2021,6:04:12,5252,752
SHL,SH2,2/1/2021,6:04:13,5253,753
SHL,SH2,2/1/2021,6:04:14,5254,754
SHL,SH2,2/1/2021,6:04:15,5255,755
SHL,SH2,2/1/2021,6:04:16,5256,756
SHL,SH2,2/1/2021,6:04:17,5257,757
SHL,SH2,2/1/2021,6:04:18,5258,758
SHL,SH2,2/1/2021,6:04:19,5259,759
SHL,SH2,2/1/2021,6:04:20,5260,760
SHL,SH2,2/1/2021,6:04:21,5261,761
SHL,SH2,2/1/2021,6:04:22,5262,762
SHL,SH2,2/1/2021,6:04:23,5263,763
SHL,SH2,2/1/2021,6:04:24,5264,764
SHL,SH2,2/1/2021,6:04:25,5265,765
SHL,SH2,2/1/2021,6:04:26,5266,766
SHL,SH2,2/1/2021,6:04:27,5267,767
SHL,SH2,2/1/2021,6:04:28,5268,768
SHL,SH2,2/1/2021,6:04:29,5269,769
SHL,SH2,2/1/2021,6:04:30,5270,770
SHL,SH2,2/1/2021,6:04:31,5271,771
SHL,SH2,2/1/2021,6:04:32,5272,772
SHL,SH2,2/1/2021,6:04:33,5273,773
SHL,SH2,2/1/2021,6:04:34,5274,774
SHL,SH2,2/1/2021,6:04:35,5275,775
SHL,SH2,2/1/2021,6:04:36,5276,776
SHL,SH2,2/1/2021,6:04:37,5277,777
SHL,SH2,2/1/2021,6:04:38,5278,778
SHL,SH2,2/1/2021,6:04:39,5279,779
SHL,SH2,2/1/2021,6:04:40,5280,780
SHL,SH2,2/1/2021,6:04:41,5281,781
SHL,SH2,2/1/2021,6:04:42,5282,782
SHL,SH2,2/1/2021,6:04:43,5283,783
SHL,SH2,2/1/2021,6:04:44,5284,784
SHL,SH2,2/1/2021,6:04:45,5285,785
SHL,SH2,2/1/2021,6:04:46,5286,786
SHL,SH2,2/1/2021,6:04:47,5287,787
SHL,SH2,2/1/2021,6:04:48,5288,788
SHL,SH2,2/1/2021,6:04:49,5289,789
SHL,SH2,2/1/2021,6:04:50,5290,790
SHL,SH2,2/1/2021,6:04:51,5291,791
SHL,SH2,2/1/2021,6:04:52,5292,792
SHL,SH2,2/1/2021,6:04:53,5293,793
SHL,SH2,2/1/2021,6:04:54,5294,794
SHL,SH2,2/1/2021,6:04:55,5295,795
SHL,SH2,2/1/2021,6:04:56,5296,796
SHL,SH2,2/1/2021,6:04:57,5297,797
SHL,SH2,2/1/2021,6:04:58,5298,798
SHL,SH2,2/1/2021,6:04:59,5299,799
SHL,SH2,2/1/2021,6:05:00,5300,800
SHL,SH2,2/1/2021,6:05:01,5301,801
SHL,SH2,2/1/2021,6:05:02,5302,802
SHL,SH2,2/1/2021,6:05:03,5303,803
SHL,SH2,2/1/2021,6:05:04,5304,804
SHL,SH2,2/1/2021,6:05:05,5305,805
SHL,SH2,2/1/2021,6:05:06,5306,806
SHL,SH2,2/1/2021,6:05:07,5307,807
SHL,SH2,2/1/2021,6:05:08,5308,808
SHL,SH2,2/1/2021,6:05:09,5309,809
SHL,SH2,2/1/2021,6:05:10,5310,810
SHL,SH2,2/1/2021,6:05:11,5311,811
SHL,SH2,2/1/2021,6:05:12,5312,812
SHL,SH2,2/1/2021,6:05:13,5313,813
SHL,SH2,2/1/2021,6:05:14,5314,814
SHL,SH2,2/1/2021,6:05:15,5315,815
SHL,SH2,2/1/2021,6:05:16,5316,816
SHL,SH2,2/1/2021,6:05:17,5317,817
SHL,SH2,2/1/2021,6:05:18,5318,818
SHL,SH2,2/1/2021,6:05:19,5319,819
SHL,SH2,2/1/2021,6:05:20,5320,820
SHL,SH2,2/1/2021,6:05:21,5321,821
SHL,SH2,2/1/2021,6:05:22,5322,822
SHL,SH2,2/1/2021,6:05:23,5323,823
SHL,SH2,2/1/2021,6:05:24,5324,824
SHL,SH2,2/1/2021,6:05:25,5325,825
SHL,SH2,2/1/2021,6:05:26,5326,826
SHL,SH2,2/1/2021,6:05:27,5327,827
SHL,SH2,2/1/2021,6:05:28,5328,828
SHL,SH2,2/1/2021,6:05:29,5329,829
SHL,SH2,2/1/2021,6:05:30,5330,830
SHL,SH2,2/1/2021,6:05:31,5331,831
SHL,SH2,2/1/2021,6:05:32,5332,832
SHL,SH2,2/1/2021,6:05:33,5333,833
SHL,SH2,2/1/2021,6:05:34,5334,834
SHL,SH2,2/1/2021,6:05:35,5335,835
SHL,SH2,2/1/2021,6:05:36,5336,836
SHL,SH2,2/1/2021,6:05:37,5337,837
SHL,SH2,2/1/2021,6:05:38,5338,838
SHL,SH2,2/1/2021,6:05:39,5339,839
SHL,SH2,2/1/2021,6:05:40,5340,840
SHL,SH2,2/1/2021,6:05:41,5341,841
SHL,SH2,2/1/2021,6:05:42,5342,842
SHL,SH2,2/1/2021,6:05:43,5343,843
SHL,SH2,2/1/2021,6:05:44,5344,844
SHL,SH2,2/1/2021,6:05:45,5345,845
SHL,SH2,2/1/2021,6:05:46,5346,846
SHL,SH2,2/1/2021,6:05:47,5347,847
SHL,SH2,2/1/2021,6:05:48,5348,848
SHL,SH2,2/1/2021,6:05:49,5349,849
SHL,SH2,2/1/2021,6:05:50,5350,850
SHL,SH2,2/1/2021,6:05:51,5351,851
SHL,SH2,2/1/2021,6:05:52,5352,852
SHL,SH2,2/1/2021,6:05:53,5353,853
SHL,SH2,2/1/2021,6:05:54,5354,854
SHL,SH2,2/1/2021,6:05:55,5355,855
SHL,SH2,2/1/2021,6:05:56,5356,856
SHL,SH2,2/1/2021,6:05:57,5357,857
SHL,SH2,2/1/2021,6:05:58,5358,858
SHL,SH2,2/1/2021,6:05:59,5359,859
SHL,SH2,2/1/2021,6:06:00,5360,860
SHL,SH2,2/1/2021,6:06:01,5361,861
SHL,SH2,2/1/2021,6:06:02,5362,862
SHL,SH2,2/1/2021,6:06:03,5363,863
SHL,SH2,2/1/2021,6:06:04,5364,864
SHL,SH2,2/1/2021,6:06:05,5365,865
SHL,SH2,2/1/2021,6:06:06,5366,866
SHL,SH2,2/1/2021,6:06:07,5367,867
SHL,SH2,2/1/2021,6:06:08,5368,868
SHL,SH2,2/1/2021,6:06:09,5369,869
SHL,SH2,2/1/2021,6:06:10,5370,870
SHL,SH2,2/1/2021,6:06:11,5371,871
SHL,SH2,2/1/2021,6:06:12,5372,872
SHL,SH2,2/1/2021,6:06:13,5373,873
SHL,SH2,2/1/2021,6:06:14,5374,874
SHL,SH2,2/1/2021,6:06:15,5375,875
SHL,SH2,2/1/2021,6:06:16,5376,876
SHL,SH2,2/1/2021,6:06:17,5377,877
SHL,SH2,2/1/2021,6:06:18,5378,878
SHL,SH2,2/1/2021,6:06:19,5379,879
SHL,SH2,2/1/2021,6:06:20,5380,880
SHL,SH2,2/1/2021,6:06:21,5381,881
SHL,SH2,2/1/2021,6:06:22,5382,882
SHL,SH2,2/1/2021,6:06:23,5383,883
SHL,SH2,2/1/2021,6:06:24,5384,884
SHL,SH2,2/1/2021,6:06:25,5385,885
SHL,SH2,2/1/2021,6:06:26,5386,886
SHL,SH2,2/1/2021,6:06:27,5387,887
SHL,SH2,2/1/2021,6:06:28,5388,888
SHL,SH2,2/1/2021,6:06:29,5389,889
SHL,SH2,2/1/2021,6:06:30,5390,890
SHL,SH2,2/1/2021,6:06:31,5391,891
SHL,SH2,2/1/2021,6:06:32,5392,892
SHL,SH2,2/1/2021,6:06:33,5393,893
SHL,SH2,2/1/2021,6:06:34,5394,894
SHL,SH2,2/1/2021,6:06:35,5395,895
SHL,SH2,2/1/2021,6:06:36,5396,896
SHL,SH2,2/1/2021,6:06:37,5397,897
SHL,SH2,2/1/2021,6:06:38,5398,898
SHL,SH2,2/1/2021,6:06:39,5399,899
SHL,SH2,2/1/2021,6:06:40,5400,900
SHL,SH2,2/1/2021,6:06:41,5401,901
SHL,SH2,2/1/2021,6:06:42,5402,902
SHL,SH2,2/1/2021,6:06:43,5403,903
SHL,SH2,2/1/2021,6:06:44,5404,904
SHL,SH2,2/1/2021,6:06:45,5405,905
SHL,SH2,2/1/2021,6:06:46,5406,906
SHL,SH2,2/1/2021,6:06:47,5407,907
SHL,SH2,2/1/2021,6:06:48,5408,908
SHL,SH2,2/1/2021,6:06:49,5409,909
SHL,SH2,2/1/2021,6:06:50,5410,910
SHL,SH2,2/1/2021,6:06:51,5411,911
SHL,SH2,2/1/2021,6:06:52,5412,912
SHL,SH2,2/1/2021,6:06:53,5413,913
SHL,SH2,2/1/2021,6:06:54,5414,914
SHL,SH2,2/1/2021,6:06:55,5415,915
SHL,SH2,2/1/2021,6:06:56,5416,916
SHL,SH2,2/1/2021,6:06:57,5417,917
SHL,SH2,2/1/2021,6:06:58,5418,918
SHL,SH2,2/1/2021,6:06:59,5419,919
SHL,SH2,2/1/2021,6:07:00,5420,920
SHL,SH2,2/1/2021,6:07:01,5421,921
SHL,SH2,2/1/2021,6:07:02,5422,922
SHL,SH2,2/1/2021,6:07:03,5423,923
SHL,SH2,2/1/2021,6:07:04,5424,924
SHL,SH2,2/1/2021,6:07:05,5425,925
SHL,SH2,2/1/2021,6:07:06,5426,926
SHL,SH2,2/1/2021,6:07:07,5427,927
SHL,SH2,2/1/2021,6:07:08,5428,928
SHL,SH2,2/1/2021,6:07:09,5429,929
SHL,SH2,2/1/2021,6:07:10,5430,930
SHL,SH2,2/1/2021,6:07:11,5431,931
SHL,SH2,2/1/2021,6:07:12,5432,932
SHL,SH2,2/1/2021,6:07:13,5433,933
SHL,SH2,2/1/2021,6:07:14,5434,934
SHL,SH2,2/1/2021,6:07:15,5435,935
SHL,SH2,2/1/2021,6:07:16,5436,936
SHL,SH2,2/1/2021,6:07:17,5437,937
SHL,SH2,2/1/2021,6:07:18,5438,938
SHL,SH2,2/1/2021,6:07:19,5439,939
SHL,SH2,2/1/2021,6:07:20,5440,940
SHL,SH2,2/1/2021,6:07:21,5441,941
SHL,SH2,2/1/2021,6:07:22,5442,942
SHL,SH2,2/1/2021,6:07:23,5443,943
SHL,SH2,2/1/2021,6:07:24,5444,944
SHL,SH2,2/1/2021,6:07:25,5445,945
SHL,SH2,2/1/2021,6:07:26,5446,946
SHL,SH2,2/1/2021,6:07:27,5447,947
SHL,SH2,2/1/2021,6:07:28,5448,948
SHL,SH2,2/1/2021,6:07:29,5449,949
SHL,SH2,2/1/2021,6:07:30,5450,950
SHL,SH2,2/1/2021,6:07:31,5451,951
SHL,SH2,2/1/2021,6:07:32,5452,952
SHL,SH2,2/1/2021,6:07:33,5453,953
SHL,SH2,2/1/2021,6:07:34,5454,954
SHL,SH2,2/1/2021,6:07:35,5455,955
SHL,SH2,2/1/2021,6:07:36,5456,956
SHL,SH2,2/1/2021,6:07:37,5457,957
SHL,SH2,2/1/2021,6:07:38,5458,958
SHL,SH2,2/1/2021,6:07:39,5459,959
SHL,SH2,2/1/2021,6:07:40,5460,960
SHL,SH2,2/1/2021,6:07:41,5461,961
SHL,SH2,2/1/2021,6:07:42,5462,962
SHL,SH2,2/1/2021,6:07:43,5463,963
SHL,SH2,2/1/2021,6:07:44,5464,964
SHL,SH2,2/1/2021,6:07:45,5465,965
SHL,SH2,2/1/2021,6:07:46,5466,966
SHL,SH2,2/1/2021,6:07:47,5467,967
SHL,SH2,2/1/2021,6:07:48,5468,968
SHL,SH2,2/1/2021,6:07:49,5469,969
SHL,SH2,2/1/2021,6:07:50,5470,970
SHL,SH2,2/1/2021,6:07:51,5471,971
SHL,SH2,2/1/2021,6:07:52,5472,972
SHL,SH2,2/1/2021,6:07:53,5473,973
SHL,SH2,2/1/2021,6:07:54,5474,974
SHL,SH2,2/1/2021,6:07:55,5475,975
SHL,SH2,2/1/2021,6:07:56,5476,976
SHL,SH2,2/1/2021,6:07:57,5477,977
SHL,SH2,2/1/2021,6:07:58,5478,978
SHL,SH2,2/1/2021,6:07:59,5479,979
SHL,SH2,2/1/2021,6:08:00,5480,980
SHL,SH2,2/1/2021,6:08:01,5481,981
SHL,SH2,2/1/2021,6:08:02,5482,982
SHL,SH2,2/1/2021,6:08:03,5483,983
SHL,SH2,2/1/2021,6:08:04,5484,984
SHL,SH2,2/1/2021,6:08:05,5485,985
SHL,SH2,2/1/2021,6:08:06,5486,986
SHL,SH2,2/1/2021,6:08:07,5487,987
SHL,SH2,2/1/2021,6:08:08,5488,988
SHL,SH2,2/1/2021,6:08:09,5489,989
SHL,SH2,2/1/2021,6:08:10,5490,990
SHL,SH2,2/1/2021,6:08:11,5491,991
SHL,SH2,2/1/2021,6:08:12,5492,992
SHL,SH2,2/1/2021,6:08:13,5493,993
SHL,SH2,2/1/2021,6:08:14,5494,994
SHL,SH2,2/1/2021,6:08:15,5495,995
SHL,SH2,2/1/2021,6:08:16,5496,996
SHL,SH2,2/1/2021,6:08:17,5497,997
SHL,SH2,2/1/2021,6:08:18,5498,998
SHL,SH2,2/1/2021,6:08:19,5499,999
SHL,SH2,2/1/2021,6:08:20,5500,1000
SHL,SH2,2/1/2021,6:08:21,5501,1001
SHL,SH2,2/1/2021,6:08:22,5502,1002
SHL,SH2,2/1/2021,6:08:23,5503,1003
SHL,SH2,2/1/2021,6:08:24,5504,1004
SHL,SH2,2/1/2021,6:08:25,5505,1005
SHL,SH2,2/1/2021,6:08:26,5506,1006
SHL,SH2,2/1/2021,6:08:27,5507,1007
SHL,SH2,2/1/2021,6:08:28,5508,1008
SHL,SH2,2/1/2021,6:08:29,5509,1009
SHL,SH2,2/1/2021,6:08:30,5510,1010
SHL,SH2,2/1/2021,6:08:31,5511,1011
SHL,SH2,2/1/2021,6:08:32,5512,1012
SHL,SH2,2/1/2021,6:08:33,5513,1013
SHL,SH2,2/1/2021,6:08:34,5514,1014
SHL,SH2,2/1/2021,6:08:35,5515,1015
SHL,SH2,2/1/2021,6:08:36,5516,1016
SHL,SH2,2/1/2021,6:08:37,5517,1017
SHL,SH2,2/1/2021,6:08:38,5518,1018
SHL,SH2,2/1/2021,6:08:39,5519,1019
SHL,SH2,2/1/2021,6:08:40,5520,1020
SHL,SH2,2/1/2021,6:08:41,5521,1021
SHL,SH2,2/1/2021,6:08:42,5522,1022
SHL,SH2,2/1/2021,6:08:43,5523,1023
SHL,SH2,2/1/2021,6:08:44,5524,1024
SHL,SH2,2/1/2021,6:08:45,5525,1025
SHL,SH2,2/1/2021,6:08:46,5526,1026
SHL,SH2,2/1/2021,6:08:47,5527,1027
SHL,SH2,2/1/2021,6:08:48,5528,1028
SHL,SH2,2/1/2021,6:08:49,5529,1029
SHL,SH2,2/1/2021,6:08:50,5530,1030
SHL,SH2,2/1/2021,6:08:51,5531,1031
SHL,SH2,2/1/2021,6:08:52,5532,1032
SHL,SH2,2/1/2021,6:08:53,5533,1033
SHL,SH2,2/1/2021,6:08:54,5534,1034
